Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,,
decorating items,Furniture & Decor,593.00,251.00,56.00,18.00,51.51,2.71,2.86,530146.00,913.00,GM,,
earings for girls stylish,Watches Sunglasses Jewellery,592.00,291.00,72.00,18.00,65.95,2.54,3.66,8902.00,1662.00,Fashion,,
fairy lights,Furniture & Décor,592.00,363.00,152.00,55.00,150.80,2.28,2.74,35900.00,580.00,GM,,
abaya for girls,Fashion,592.00,227.00,11.00,2.00,22.23,11.12,11.12,54484.00,582.00,Fashion,,
surf excel,Groceries,592.00,323.00,147.00,43.00,698.63,10.59,16.25,2430.00,443.00,FMCG,,
clock wall,Furniture & Décor,588.00,387.00,160.00,95.00,358.02,3.25,3.77,56147.00,1273.00,GM,,
ring light with stand,Cameras,589.00,333.00,152.00,54.00,442.79,7.77,8.20,14543.00,679.00,EL,,
wall art stickers,Furniture & Decor,588.00,309.00,104.00,35.00,96.70,2.36,2.76,44222.00,1045.00,GM,,
head and shoulder shampoo,Health & Beauty,585.00,331.00,202.00,80.00,901.06,6.21,11.26,10094.00,957.00,FMCG,,
mi 11 lite,Mobiles & Tablets,584.00,279.00,131.00,33.00,18347.59,339.77,555.99,12283.00,298.00,EL,,
socks for men,Fashion,584.00,317.00,150.00,71.00,197.58,2.41,2.78,15444.00,753.00,Fashion,,
shoes boys stylish,Fashion,584.00,238.00,27.00,4.00,87.23,12.46,21.81,2637.00,703.00,Fashion,,
tint,Health & Beauty,582.00,370.00,156.00,75.00,159.20,2.02,2.12,186108.00,1044.00,FMCG,,
ipad,Mobiles & Tablets,580.00,257.00,34.00,4.00,1983.51,396.70,495.88,86162.00,201.00,EL,,
drone camera,Toys & Games,582.00,277.00,25.00,2.00,1200.83,400.28,600.42,6908.00,688.00,GM,,
jewellery,Watches Sunglasses Jewellery,580.00,234.00,38.00,5.00,17.18,3.44,3.44,2127729.00,1055.00,Fashion,,
caps for boys,Fashion,579.00,187.00,47.00,13.00,48.70,3.48,3.75,36543.00,680.00,Fashion,,
limelight,Fashion,578.00,162.00,25.00,3.00,92.55,23.14,30.85,4978.00,1018.00,Fashion,,
instant geyser,Home Appliances,577.00,301.00,69.00,18.00,1432.36,68.21,79.58,569.00,558.00,EL,,
long coats for women,Fashion,573.00,291.00,28.00,6.00,63.56,9.08,10.59,27644.00,989.00,Fashion,,
mouse,Computers & Laptops,570.00,291.00,119.00,28.00,117.08,4.04,4.18,113954.00,1057.00,EL,,
hair dryer for men,Health & Beauty,570.00,266.00,79.00,32.00,190.74,5.78,5.96,1409.00,511.00,FMCG,,
sweater for men,Fashion,569.00,267.00,31.00,3.00,23.74,7.91,7.91,10324.00,1021.00,Fashion,,
eyeshadow palette,Health & Beauty,562.00,376.00,134.00,43.00,177.70,3.48,4.13,14738.00,730.00,FMCG,,
under garments for girls,Fashion,567.00,177.00,29.00,11.00,56.06,4.00,5.10,35546.00,698.00,Fashion,,
birthday decoration,Toys & Games,565.00,357.00,110.00,42.00,142.29,2.41,3.39,412113.00,990.00,GM,,
pencil box,Stationery & Craft,562.00,147.00,25.00,3.00,7.36,2.45,2.45,54645.00,618.00,GM,,
micro oven,Home Appliances,561.00,270.00,76.00,21.00,1578.05,71.73,75.15,57878.00,414.00,EL,,
sugar,Groceries,561.00,384.00,320.00,142.00,926.36,2.73,6.52,110029.00,609.00,FMCG,,
bluetooth speaker,TV Audio Video Gaming & Wearables,560.00,253.00,87.00,39.00,224.53,5.35,5.76,173322.00,1003.00,EL,,
haier washing machine,Home Appliances,559.00,339.00,123.00,43.00,9686.65,206.10,225.27,549.00,268.00,EL,,
smaet watch,TV Audio Video Gaming & Wearables,560.00,259.00,55.00,13.00,170.16,11.34,13.09,88850.00,997.00,EL,,
mobile phone,Mobiles & Tablets,558.00,171.00,30.00,9.00,1055.76,65.98,117.31,6084857.00,575.00,EL,,
gaming headphones,Computers & Laptops,558.00,275.00,85.00,14.00,201.65,12.60,14.40,345304.00,636.00,EL,,
electric heater for room,Home Appliances,558.00,322.00,97.00,53.00,551.94,9.35,10.41,19909.00,772.00,EL,,
sufi cooking oil,Groceries,558.00,334.00,241.00,78.00,5912.97,37.90,75.81,116.00,113.00,FMCG,,
power bank 10000 mah,Mobiles & Tablets,556.00,263.00,78.00,20.00,204.04,8.87,10.20,3610.00,419.00,EL,,
shaving machine for men,Health & Beauty,556.00,312.00,119.00,40.00,326.86,7.97,8.17,19078.00,1089.00,FMCG,,
wallet,Bags and Travel,555.00,260.00,66.00,19.00,66.23,3.49,3.49,254340.00,1633.00,Fashion,,
1 rupee games,Toys & Games,554.00,398.00,361.00,313.00,3.39,0.01,0.01,15.00,16.00,GM,,
mascara,Health & Beauty,554.00,300.00,170.00,69.00,131.24,1.73,1.90,13717.00,450.00,FMCG,,
night dress for girls sexy hot,Fashion,551.00,224.00,23.00,9.00,69.58,6.33,7.73,9927.00,666.00,Fashion,,
lenses for girls,Health & Beauty,551.00,330.00,108.00,49.00,138.36,2.56,2.82,112426.00,430.00,FMCG,,
denim jacket for men,Fashion,551.00,345.00,44.00,7.00,90.90,11.36,12.99,2374.00,1018.00,Fashion,,
sexy boobs,Fashion,551.00,90.00,5.00,1.00,4.48,4.48,4.48,16459.00,371.00,Fashion,,
steamer,Home Appliances,548.00,264.00,75.00,35.00,494.65,14.13,14.13,31651.00,510.00,EL,,
drone,Cameras,546.00,209.00,21.00,1.00,147.97,73.99,147.97,15176.00,470.00,EL,,
bts bags for girls,Bags and Travel,546.00,208.00,47.00,11.00,168.73,12.05,15.34,63.00,63.00,Fashion,,
redmi note 10 pro,Mobiles & Tablets,546.00,272.00,70.00,9.00,2631.14,292.35,292.35,21395.00,900.00,EL,,
chopper machine,Kitchen & Dining,546.00,243.00,91.00,42.00,235.48,5.12,5.61,11362.00,1018.00,GM,,
infinix note 11,Mobiles & Tablets,545.00,329.00,90.00,5.00,781.54,156.31,156.31,74815.00,406.00,EL,,
toy for girls,Toys & Games,545.00,225.00,26.00,1.00,7.75,7.75,7.75,337745.00,838.00,GM,,
nail polish,Health & Beauty,544.00,294.00,88.00,34.00,98.38,2.40,2.89,208132.00,980.00,FMCG,,
automatic washing machine,Home Appliances,540.00,319.00,84.00,26.00,8111.44,253.48,311.98,10538.00,612.00,EL,,
had phone,Mobiles & Tablets,538.00,37.00,4.00,0.00,0.00,0.00,0.00,6016229.00,141.00,EL,,
hot 10 play,Mobiles & Tablets,537.00,348.00,245.00,83.00,34805.85,114.12,419.35,18573.00,160.00,EL,,
saeed ghani products,Health & Beauty,536.00,298.00,155.00,58.00,222.77,1.78,3.84,128.00,126.00,FMCG,,
bts army bomb,Motors,533.00,191.00,24.00,0.00,0.00,0.00,0.00,138.00,137.00,GM,,
straightner,Health & Beauty,533.00,287.00,111.00,58.00,342.55,5.53,5.91,4571.00,804.00,FMCG,,
tecno,Mobiles & Tablets,532.00,281.00,114.00,38.00,28586.14,267.16,752.27,21553.00,250.00,EL,,
makeup accessories,Health & Beauty,531.00,182.00,52.00,16.00,38.11,1.81,2.38,617080.00,878.00,FMCG,,
dress,Fashion,531.00,191.00,20.00,7.00,65.91,9.42,9.42,922729.00,1019.00,Fashion,,
handfree bluetooth,TV Audio Video Gaming & Wearables,530.00,249.00,92.00,24.00,140.19,5.61,5.84,106179.00,665.00,EL,,
cricket bat,Sports & Outdoors,530.00,284.00,77.00,17.00,109.95,6.47,6.47,3248.00,441.00,GM,,
nails for girls,Health & Beauty,529.00,283.00,72.00,27.00,55.33,1.98,2.05,19545.00,841.00,FMCG,,
bike 70cc accessories,Motors,526.00,190.00,28.00,2.00,5.11,2.55,2.55,3925.00,1018.00,GM,,
lipton,Groceries,525.00,377.00,297.00,191.00,1560.29,5.20,8.17,276.00,274.00,FMCG,,
remote control car,Toys & Games,526.00,227.00,31.00,3.00,17.98,5.99,5.99,423150.00,907.00,GM,,
oil,Groceries,524.00,194.00,85.00,13.00,101.89,6.37,7.84,922484.00,1116.00,FMCG,,
juicer blender machine,Home Appliances,522.00,253.00,74.00,19.00,312.20,14.19,16.43,26561.00,1797.00,EL,,
hand bags,Bags and Travel,521.00,273.00,46.00,12.00,101.56,7.25,8.46,349634.00,1045.00,Fashion,,
facial kit,Health & Beauty,521.00,297.00,113.00,40.00,272.85,6.35,6.82,30467.00,1010.00,FMCG,,
table,Furniture & Decor,520.00,190.00,37.00,10.00,117.64,9.80,11.76,1044115.00,518.00,GM,,
chain for girls,Watches Sunglasses Jewellery,519.00,276.00,81.00,29.00,57.76,1.75,1.99,81489.00,702.00,Fashion,,
mystery box,Toys & Games,518.00,182.00,23.00,4.00,29.36,5.87,7.34,805.00,260.00,GM,,
xxx,Health & Beauty,518.00,54.00,3.00,1.00,0.71,0.71,0.71,7337.00,410.00,FMCG,,
electric cattle,Home Appliances,517.00,305.00,85.00,32.00,401.70,11.81,12.55,15645.00,1528.00,EL,,
jeans for men,Fashion,516.00,273.00,57.00,20.00,136.95,5.71,6.85,43847.00,827.00,Fashion,,
kitchen accessories bartan stand,Kitchen & Dining,515.00,136.00,18.00,6.00,36.19,5.17,6.03,31838.00,719.00,GM,,
i phone 13 pro max mobile,Mobiles & Tablets,515.00,234.00,38.00,1.00,2.10,2.10,2.10,545868.00,254.00,EL,,
trousers for men,Fashion,513.00,293.00,86.00,35.00,195.67,4.77,5.59,24630.00,1023.00,Fashion,,
toy,Toys & Games,512.00,191.00,25.00,7.00,15.15,2.16,2.16,1662222.00,1083.00,GM,,
laptop 8gb ram,Computers & Laptops,508.00,253.00,43.00,2.00,257.14,128.57,128.57,954948.00,365.00,EL,,
key chain for girls,Motors,510.00,238.00,74.00,14.00,28.98,1.93,2.07,9331.00,753.00,GM,,
football,Sports & Outdoors,506.00,263.00,85.00,34.00,188.29,4.59,5.54,39107.00,727.00,GM,,
ear rings for girls stylish,Watches Sunglasses Jewellery,505.00,222.00,37.00,15.00,39.31,2.31,2.62,86954.00,1018.00,Fashion,,
pubg account,Digital Goods,505.00,156.00,26.00,1.00,0.14,0.14,0.14,992.00,929.00,Digital Goods,,
shoes for boys,Fashion,505.00,218.00,21.00,3.00,35.41,11.80,11.80,26548.00,980.00,Fashion,,
baba dress girls,Mother & Baby,504.00,143.00,15.00,2.00,7.46,3.73,3.73,298394.00,818.00,FMCG,,
mobile stand,Mobiles & Tablets,504.00,251.00,107.00,33.00,79.94,2.05,2.42,344743.00,950.00,EL,,
iphone x,Mobiles & Tablets,504.00,118.00,11.00,0.00,0.00,0.00,0.00,113405.00,280.00,EL,,
itel mobile,Mobiles & Tablets,503.00,245.00,70.00,10.00,296.57,29.66,29.66,2418.00,449.00,EL,,
mobie phone,Mobiles & Tablets,503.00,165.00,30.00,3.00,329.45,109.82,109.82,6086329.00,490.00,EL,,
mobiles,Mobiles & Tablets,502.00,156.00,24.00,1.00,10.91,10.91,10.91,6184202.00,627.00,EL,,
dslr camera,Cameras,501.00,248.00,38.00,0.00,0.00,0.00,0.00,39058.00,467.00,EL,,
noodles,Groceries,500.00,288.00,106.00,32.00,125.82,2.86,3.93,33656.00,588.00,FMCG,,
guitar,Media Music & Books,499.00,256.00,44.00,14.00,836.64,59.76,59.76,204271.00,1139.00,GM,,
rings for girls set,Watches Sunglasses Jewellery,499.00,263.00,82.00,35.00,83.47,2.04,2.38,59713.00,682.00,Fashion,,
body shaper for women,Fashion,498.00,224.00,66.00,32.00,176.83,4.65,5.53,17970.00,951.00,Fashion,,
usb 64 gb,Computers & Laptops,498.00,282.00,120.00,46.00,250.76,5.22,5.45,6563.00,1058.00,EL,,
xbox 360,TV Audio Video Gaming & Wearables,497.00,261.00,62.00,9.00,864.81,86.48,96.09,16709.00,300.00,EL,,
washing machine cover,Home Appliances,497.00,300.00,129.00,66.00,329.15,4.64,4.99,24521.00,570.00,EL,,
dalda,Groceries,496.00,343.00,210.00,73.00,6917.26,59.12,94.76,70.00,70.00,FMCG,,
spark 7 pro,Mobiles & Tablets,496.00,394.00,325.00,182.00,77596.84,117.22,426.36,2931.00,149.00,EL,,
sex doll toy for men pussy,Health & Beauty,495.00,42.00,5.00,0.00,0.00,0.00,0.00,1422.00,570.00,FMCG,,
hoodie,Fashion,494.00,241.00,51.00,12.00,74.03,5.29,6.17,252181.00,844.00,Fashion,,
redmi,Mobiles & Tablets,494.00,264.00,66.00,15.00,2746.92,171.68,183.13,140170.00,239.00,EL,,
digital watch,Watches Sunglasses Jewellery,492.00,229.00,76.00,27.00,85.25,2.84,3.16,191683.00,2417.00,Fashion,,
eye shadow palette,Health & Beauty,490.00,297.00,107.00,45.00,182.59,3.45,4.06,24174.00,1277.00,FMCG,,
rings for boys,Watches Sunglasses Jewellery,490.00,267.00,90.00,24.00,53.95,2.00,2.25,13188.00,949.00,Fashion,,
waches,Watches Sunglasses Jewellery,489.00,180.00,51.00,18.00,49.50,2.75,2.75,2318153.00,643.00,Fashion,,
tops for girls,Fashion,489.00,133.00,6.00,0.00,0.00,0.00,0.00,189037.00,584.00,Fashion,,
dildo,Health & Beauty,488.00,69.00,3.00,0.00,0.00,0.00,0.00,6695.00,679.00,FMCG,,
iphone 7 plus,Mobiles & Tablets,487.00,68.00,11.00,2.00,9.31,4.65,4.65,64659.00,313.00,EL,,
computer,Computers & Laptops,487.00,169.00,25.00,4.00,3.38,0.34,0.84,989041.00,628.00,EL,,
vape smoke,Motors,487.00,35.00,2.00,1.00,1.93,1.93,1.93,47158.00,260.00,GM,,
lays,Groceries,486.00,249.00,125.00,35.00,924.82,8.89,26.42,27466.00,276.00,FMCG,,
i fone 12 pro max mobile,Mobiles & Tablets,486.00,123.00,12.00,0.00,0.00,0.00,0.00,31881.00,260.00,EL,,
rice,Groceries,486.00,316.00,223.00,95.00,964.43,6.94,10.15,57367.00,1021.00,FMCG,,
hoddies for girls,Fashion,484.00,265.00,61.00,22.00,219.47,6.86,9.98,21357.00,1138.00,Fashion,,
hoodie for boys,Fashion,484.00,234.00,43.00,15.00,150.59,7.53,10.04,8951.00,878.00,Fashion,,
cosmetic products,Health & Beauty,484.00,220.00,66.00,20.00,64.97,2.32,3.25,579761.00,1080.00,FMCG,,
food factory,Home Appliances,482.00,239.00,60.00,17.00,992.43,52.23,58.38,20026.00,483.00,EL,,
bluetooth,TV Audio Video Gaming & Wearables,475.00,247.00,100.00,37.00,225.64,4.42,6.10,637434.00,1635.00,EL,,
dawlance washing machine,Home Appliances,480.00,283.00,113.00,36.00,9319.60,221.90,258.88,560.00,268.00,EL,,
bags for girls college,Bags and Travel,477.00,220.00,34.00,6.00,44.42,7.40,7.40,120415.00,656.00,Fashion,,
men watches,Watches Sunglasses Jewellery,473.00,252.00,82.00,28.00,287.70,8.46,10.27,824440.00,1542.00,Fashion,,
trouser for men,Fashion,473.00,233.00,62.00,17.00,95.11,5.28,5.59,48150.00,859.00,Fashion,,
kurti for girls,Fashion,472.00,245.00,41.00,12.00,53.94,4.15,4.49,13613.00,710.00,Fashion,,
chopper,Home Appliances,472.00,244.00,67.00,32.00,638.76,17.74,19.96,68025.00,919.00,EL,,
infinix hot 10 play,Mobiles & Tablets,470.00,225.00,97.00,32.00,17063.54,111.53,533.24,14966.00,322.00,EL,,
ramen noodles,Groceries,470.00,289.00,98.00,31.00,164.76,4.22,5.31,3676.00,359.00,FMCG,,
mobile stand holder for video,Cameras,469.00,199.00,97.00,45.00,156.75,3.48,3.48,97902.00,490.00,EL,,
i phone 12,Mobiles & Tablets,469.00,142.00,20.00,0.00,0.00,0.00,0.00,219366.00,338.00,EL,,
miss rose all products,Health & Beauty,468.00,298.00,114.00,47.00,250.95,3.69,5.34,16390.00,1032.00,FMCG,,
cat food,Pet Supplies,468.00,249.00,128.00,79.00,538.42,5.73,6.82,16816.00,607.00,FMCG,,
sex toyes for men,Health & Beauty,467.00,67.00,1.00,1.00,3.65,3.65,3.65,5394.00,331.00,FMCG,,
bathroom accessories,Bedding & Bath,465.00,196.00,61.00,15.00,82.29,3.58,5.49,101706.00,1011.00,GM,,
free delivery products,Groceries,466.00,173.00,21.00,0.00,0.00,0.00,0.00,39456.00,1660.00,FMCG,,
headphone,"TV, Audio / Video, Gaming & Wearables",465.00,238.00,100.00,28.00,111.69,3.38,3.99,603991.00,1123.00,EL,,
weight machine,Kitchen & Dining,465.00,230.00,87.00,40.00,342.82,8.36,8.57,63275.00,1564.00,GM,,
mibro lite,TV Audio Video Gaming & Wearables,462.00,308.00,138.00,38.00,1744.33,37.92,45.90,31.00,31.00,EL,,
hand free bluetooth,TV Audio Video Gaming & Wearables,462.00,236.00,110.00,38.00,175.05,3.81,4.61,64198.00,1022.00,EL,,
school bag for boys,Bags and Travel,463.00,199.00,36.00,10.00,71.04,7.10,7.10,36931.00,760.00,Fashion,,
under garments for men,Fashion,462.00,237.00,81.00,25.00,99.09,3.67,3.96,23873.00,1004.00,Fashion,,
watches for boys,Watches Sunglasses Jewellery,461.00,150.00,35.00,11.00,37.34,2.87,3.39,178372.00,829.00,Fashion,,
ear rings,Watches Sunglasses Jewellery,460.00,248.00,75.00,20.00,43.70,2.08,2.18,531579.00,1040.00,Fashion,,
jeans jacket for men,Fashion,459.00,231.00,21.00,7.00,99.79,12.47,14.26,2374.00,918.00,Fashion,,
i pad,Mobiles & Tablets,458.00,135.00,11.00,0.00,0.00,0.00,0.00,1222049.00,198.00,EL,,
nighty for girls,Fashion,457.00,187.00,23.00,2.00,17.64,5.88,8.82,14192.00,1018.00,Fashion,,
light,Furniture & Decor,457.00,128.00,29.00,8.00,35.23,4.40,4.40,2880926.00,648.00,GM,,
oven dawlance,Home Appliances,454.00,230.00,67.00,16.00,1565.52,71.16,97.84,2230.00,409.00,EL,,
electric geyser,Home Appliances,457.00,235.00,26.00,4.00,294.43,73.61,73.61,374.00,369.00,EL,,
electric bike,Toys & Games,453.00,64.00,6.00,0.00,0.00,0.00,0.00,43315.00,310.00,GM,,
wireless earbuds,TV Audio Video Gaming & Wearables,453.00,232.00,73.00,27.00,267.01,8.61,9.89,68046.00,1535.00,EL,,
eye lashes,Health & Beauty,452.00,201.00,62.00,23.00,45.06,1.88,1.96,33092.00,841.00,FMCG,,
coat for girls,Fashion,452.00,183.00,12.00,4.00,40.14,10.04,10.04,49351.00,675.00,Fashion,,
staightner,Health & Beauty,452.00,226.00,76.00,32.00,204.88,5.85,6.40,42411.00,1020.00,FMCG,,
steam iron,Home Appliances,452.00,188.00,36.00,17.00,401.02,19.10,23.59,7328.00,1018.00,EL,,
ball,Sports & Outdoors,451.00,176.00,67.00,20.00,40.32,1.75,2.02,456432.00,667.00,GM,,
watches for women,Watches Sunglasses Jewellery,451.00,218.00,74.00,24.00,88.40,3.40,3.68,1557213.00,1113.00,Fashion,,
jackets for girls,Fashion,450.00,211.00,21.00,7.00,76.40,9.55,10.91,22024.00,1021.00,Fashion,,
home accessories,Furniture & Decor,450.00,124.00,17.00,3.00,11.42,2.28,3.81,897489.00,658.00,GM,,
stationary,Stationery & Craft,450.00,173.00,39.00,12.00,33.67,1.98,2.81,1046836.00,1055.00,GM,,
audionic bluetooth speaker,TV Audio Video Gaming & Wearables,449.00,236.00,79.00,24.00,339.03,13.04,14.13,2536.00,1039.00,EL,,
oppo enco w11 airbuds,TV Audio Video Gaming & Wearables,449.00,279.00,47.00,9.00,190.22,21.14,21.14,7.00,6.00,EL,,
doll house for girls,Toys & Games,449.00,209.00,21.00,8.00,69.00,7.67,8.62,41501.00,760.00,GM,,
bed sheet king size,Bedding & Bath,448.00,252.00,72.00,26.00,246.08,7.24,9.46,10005.00,1018.00,GM,,
sam sung mobile,Mobiles & Tablets,448.00,191.00,31.00,6.00,1387.84,126.17,231.31,825391.00,487.00,EL,,
concealer,Health & Beauty,447.00,275.00,131.00,41.00,106.70,2.32,2.60,42290.00,306.00,FMCG,,
men shoes,Fashion,446.00,240.00,45.00,12.00,81.31,6.78,6.78,88831.00,1529.00,Fashion,,
daldacooking oil,Groceries,446.00,240.00,123.00,44.00,4205.75,66.76,95.59,67.00,66.00,FMCG,,
t500 smart watch,TV Audio Video Gaming & Wearables,446.00,270.00,94.00,29.00,386.51,11.37,13.33,8369.00,809.00,EL,,
tcl,TV Audio Video Gaming & Wearables,445.00,199.00,59.00,12.00,3819.40,293.80,318.28,3404.00,214.00,EL,,
safeguard soap,Health & Beauty,444.00,342.00,262.00,105.00,620.16,2.17,5.91,7003.00,191.00,FMCG,,
one plus,Mobiles & Tablets,443.00,201.00,48.00,12.00,4064.73,239.10,338.73,721877.00,250.00,EL,,
couple rings,Watches Sunglasses Jewellery,442.00,268.00,69.00,28.00,75.34,2.43,2.69,8752.00,608.00,Fashion,,
electric kettle,Home Appliances,442.00,283.00,102.00,39.00,456.17,10.61,11.70,13257.00,1052.00,EL,,
ladies bags,Bags and Travel,441.00,240.00,43.00,18.00,131.26,7.29,7.29,123586.00,1216.00,Fashion,,
cap,Fashion,441.00,120.00,44.00,18.00,72.16,3.80,4.01,523629.00,690.00,Fashion,,
smart watch band,TV Audio Video Gaming & Wearables,441.00,49.00,15.00,5.00,13.87,2.77,2.77,63542.00,278.00,EL,,
iphone 13 pro,Mobiles & Tablets,440.00,236.00,67.00,4.00,3503.52,500.50,875.88,18609.00,225.00,EL,,
necklace,Watches Sunglasses Jewellery,439.00,194.00,51.00,8.00,32.65,2.33,4.08,467519.00,1639.00,Fashion,,
makeup brushes set,Health & Beauty,439.00,286.00,124.00,39.00,165.03,3.93,4.23,167495.00,975.00,FMCG,,
hijab cap,Fashion,439.00,273.00,127.00,47.00,137.61,2.41,2.93,118087.00,644.00,Fashion,,
mobile watch for boys,TV Audio Video Gaming & Wearables,437.00,190.00,49.00,13.00,162.55,10.16,12.50,8229.00,509.00,EL,,
doll,Toys & Games,435.00,205.00,42.00,9.00,36.69,4.08,4.08,442923.00,631.00,GM,,
infinix note 10 pro,Mobiles & Tablets,436.00,226.00,97.00,33.00,17386.39,184.96,526.86,15307.00,461.00,EL,,
cricket full kit,Sports & Outdoors,435.00,212.00,27.00,9.00,222.38,24.71,24.71,458.00,401.00,GM,,
always,Health & Beauty,434.00,283.00,228.00,154.00,1734.42,2.82,11.26,327889.00,538.00,FMCG,,
birthday accessories,Toys & Games,434.00,264.00,121.00,40.00,120.19,2.23,3.00,389428.00,1100.00,GM,,
sex timing spray for man,Health & Beauty,434.00,149.00,18.00,9.00,30.27,3.36,3.36,5394.00,670.00,FMCG,,
lcd 32 inch,TV Audio Video Gaming & Wearables,433.00,87.00,5.00,2.00,262.64,131.32,131.32,2243.00,551.00,EL,,
badminton racket,Sports & Outdoors,433.00,270.00,82.00,27.00,151.58,5.23,5.61,15865.00,717.00,GM,,
tablet,Mobiles & Tablets,432.00,192.00,24.00,6.00,635.86,105.98,105.98,5978505.00,301.00,EL,,
head phone,"TV, Audio / Video, Gaming & Wearables",430.00,198.00,60.00,21.00,99.56,4.74,4.74,584467.00,1019.00,EL,,
refrigerator,Home Appliances,430.00,260.00,65.00,16.00,5111.62,255.58,319.48,127599.00,1090.00,EL,,
chocolate box for gift,Groceries,430.00,165.00,34.00,10.00,42.92,4.29,4.29,9656.00,611.00,FMCG,,
vouchers,Digital Goods,430.00,51.00,5.00,0.00,0.00,0.00,0.00,14972.00,211.00,Digital Goods,,
one rupee games winners,Digital Goods,429.00,252.00,227.00,201.00,2.27,0.01,0.01,1.00,1.00,Digital Goods,,
bed,Furniture & Decor,429.00,230.00,27.00,1.00,146.30,146.30,146.30,190852.00,1026.00,GM,,
popits,Toys & Games,429.00,240.00,88.00,29.00,106.11,2.53,3.66,3915.00,571.00,GM,,
samsung a32,Mobiles & Tablets,428.00,139.00,26.00,2.00,495.18,247.59,247.59,8597.00,441.00,EL,,
vivo y20,Mobiles & Tablets,426.00,173.00,35.00,1.00,1.65,1.65,1.65,14752.00,399.00,EL,,
jewellery box for girls,Watches Sunglasses Jewellery,425.00,129.00,14.00,5.00,25.89,4.32,5.18,127724.00,440.00,Fashion,,
keyboard,Computers & Laptops,426.00,228.00,56.00,13.00,54.38,3.63,4.18,81407.00,434.00,EL,,
coffee machine,Kitchen & Dining,425.00,189.00,24.00,8.00,27.75,3.47,3.47,47103.00,378.00,GM,,
track suit for girls,Fashion,424.00,202.00,21.00,7.00,50.85,7.26,7.26,4902.00,899.00,Fashion,,
shoes for men,Fashion,424.00,218.00,51.00,18.00,175.39,8.77,9.74,91481.00,1384.00,Fashion,,
make up accessories,Health & Beauty,422.00,113.00,28.00,6.00,20.33,2.26,3.39,5327268.00,480.00,FMCG,,
led 40 inch,TV Audio Video Gaming & Wearables,422.00,155.00,27.00,4.00,761.56,190.39,190.39,30682.00,325.00,EL,,
wall clocks for bedroom,Furniture & Décor,422.00,242.00,97.00,58.00,237.16,3.08,4.09,69080.00,1063.00,GM,,
new born baby accessories,Mother & Baby,421.00,206.00,58.00,19.00,84.72,2.49,4.46,542949.00,1019.00,FMCG,,
money gun,Toys & Games,419.00,180.00,63.00,27.00,213.15,7.89,7.89,300.00,248.00,GM,,
free shipping,Fashion,419.00,191.00,40.00,1.00,6.07,3.03,6.07,29950150.00,1059.00,Fashion,,
pubg uc,Digital Goods,419.00,277.00,84.00,19.00,48.75,2.03,2.57,1770.00,670.00,Digital Goods,,
smart watch for girls,TV Audio Video Gaming & Wearables,419.00,195.00,48.00,14.00,162.86,10.86,11.63,14404.00,1507.00,EL,,
dr rasheel all products,Health & Beauty,418.00,199.00,50.00,21.00,152.25,6.09,7.25,2054.00,974.00,FMCG,,
in finix hot 10,Mobiles & Tablets,417.00,86.00,14.00,2.00,192.53,96.27,96.27,21693.00,310.00,EL,,
had phone bluetooth,Computers & Laptops,417.00,153.00,40.00,6.00,27.86,4.64,4.64,232975.00,496.00,EL,,
tapal danedar,Groceries,417.00,252.00,178.00,80.00,1208.08,10.60,15.10,373.00,298.00,FMCG,,
hard ball,Sports & Outdoors,416.00,217.00,77.00,38.00,108.21,2.46,2.85,15816.00,340.00,GM,,
kitchen accessories rack,Kitchen & Dining,414.00,149.00,13.00,3.00,280.87,10.40,93.62,103897.00,720.00,GM,,
